order_id,product_id,quantity,discount_pct
O002000,P0026,3,0.05
O002001,P0015,1,0.0
O002001,P0006,3,0.05
O002002,P0007,1,0.05
O002003,P0003,4,0.0
O002003,P0009,1,0.0
O002003,P0013,1,0.0
O002004,P0010,2,0.0
O002004,P0021,1,0.0
O002004,P0029,3,0.1
O002005,P0028,1,0.1
O002006,P0023,1,0.1
O002006,P0012,1,0.0
O002007,P0024,1,0.05
O002007,P0009,1,0.0
O002007,P0007,3,0.0
O002008,P0001,2,0.0
O002009,P0019,1,0.0
O002009,P0027,1,0.1
O002010,P0010,1,0.0
O002011,P0004,1,0.0
O002012,P0027,1,0.1
O002012,P0021,4,0.1
O002013,P0006,2,0.2
O002013,P0003,1,0.0
O002013,P0025,2,0.0
O002014,P0017,1,0.05
O002014,P0005,2,0.0
O002015,P0011,3,0.05
O002016,P0023,2,0.05
O002016,P0025,1,0.2
O002017,P0012,4,0.2
O002017,P0004,2,0.1
O002017,P0002,2,0.0
O002018,P0002,1,0.0
O002018,P0027,1,0.05
O002018,P0018,1,0.0
O002019,P0030,1,0.1
O002019,P0025,1,0.2
O002019,P0016,1,0.0
O002020,P0022,2,0.1
O002021,P0013,1,0.0
O002021,P0002,1,0.0
O002022,P0020,2,0.0
O002022,P0002,1,0.0
O002022,P0008,2,0.0
O002022,P0030,4,0.0
O002023,P0015,1,0.0
O002024,P0024,1,0.15
O002024,P0028,1,0.1
O002025,P0003,1,0.0
O002026,P0030,1,0.1
O002026,P0009,2,0.0
O002027,P0008,1,0.0
O002027,P0024,1,0.1
O002027,P0005,1,0.1
O002028,P0002,1,0.15
O002028,P0011,1,0.1
O002029,P0018,1,0.15
O002030,P0017,1,0.1
O002030,P0025,1,0.0
O002031,P0028,2,0.0
O002032,P0029,3,0.0
O002033,P0016,1,0.05
O002033,P0023,1,0.05
O002034,P0014,1,0.1
O002035,P0013,3,0.1
O002035,P0017,1,0.2
O002036,P0004,1,0.0
O002037,P0014,3,0.2
O002038,P0016,1,0.0
O002038,P0028,4,0.1
O002039,P0025,1,0.1
O002039,P0009,3,0.1
O002040,P0013,1,0.1
O002040,P0028,2,0.05
O002040,P0004,1,0.0
O002041,P0016,1,0.0
O002041,P0014,1,0.1
O002042,P0021,1,0.05
O002042,P0011,2,0.0
O002042,P0020,1,0.0
O002042,P0027,1,0.1
O002043,P0003,1,0.0
O002043,P0016,2,0.05
O002043,P0028,3,0.15
O002043,P0005,1,0.1
O002044,P0023,1,0.05
O002044,P0029,3,0.1
O002045,P0011,1,0.05
O002046,P0029,3,0.0
O002046,P0005,1,0.05
O002047,P0027,2,0.05
O002048,P0019,4,0.05
O002048,P0004,2,0.0
O002048,P0011,1,0.05
O002048,P0012,1,0.1
O002048,P0030,1,0.15
O002049,P0012,3,0.05
O002049,P0003,1,0.1
O002049,P0004,1,0.05
O002049,P0014,2,0.0
O002050,P0009,1,0.05
O002051,P0015,1,0.05
O002051,P0008,3,0.15
O002052,P0026,1,0.0
O002052,P0028,4,0.0
O002053,P0009,1,0.0
O002054,P0019,1,0.0
O002055,P0005,1,0.0
O002056,P0008,2,0.15
O002056,P0010,1,0.1
O002057,P0004,4,0.0
O002057,P0026,2,0.1
O002057,P0030,2,0.15
O002057,P0015,2,0.05
O002058,P0026,1,0.15
O002058,P0029,1,0.0
O002058,P0004,2,0.0
O002058,P0009,1,0.1
O002059,P0016,1,0.05
O002059,P0002,3,0.1
O002060,P0025,2,0.05
O002061,P0011,2,0.05
O002061,P0010,1,0.1
O002061,P0022,1,0.0
O002062,P0001,1,0.0
O002062,P0027,1,0.0
O002063,P0008,2,0.0
O002063,P0026,1,0.2
O002064,P0028,1,0.0
O002064,P0011,1,0.0
O002065,P0030,1,0.1
O002065,P0026,1,0.0
O002065,P0004,3,0.15
O002065,P0025,2,0.2
O002065,P0014,1,0.05
O002066,P0024,3,0.05
O002066,P0009,3,0.0
O002067,P0019,1,0.0
O002067,P0013,1,0.05
O002068,P0025,3,0.1
O002069,P0015,2,0.0
O002069,P0021,2,0.1
O002070,P0007,1,0.05
O002070,P0013,1,0.05
O002070,P0008,1,0.2
O002071,P0030,1,0.1
O002071,P0020,2,0.0
O002072,P0004,1,0.2
O002072,P0029,1,0.0
O002073,P0001,4,0.15
O002074,P0002,3,0.1
O002074,P0013,1,0.05
O002074,P0022,1,0.1
O002075,P0013,1,0.05
O002075,P0006,3,0.15
O002076,P0010,1,0.05
O002076,P0011,1,0.05
O002076,P0009,2,0.2
O002077,P0002,1,0.1
O002077,P0009,2,0.2
O002077,P0010,1,0.0
O002078,P0012,3,0.0
O002079,P0018,1,0.1
O002079,P0009,1,0.0
O002079,P0003,1,0.05
O002080,P0029,1,0.0
O002081,P0028,1,0.0
O002082,P0002,2,0.05
O002082,P0019,1,0.1
O002082,P0017,1,0.0
O002082,P0007,1,0.05
O002082,P0008,1,0.15
O002083,P0005,1,0.05
O002084,P0002,2,0.0
O002084,P0004,3,0.1
O002085,P0025,2,0.05
O002085,P0020,2,0.1
O002085,P0018,2,0.0
O002085,P0003,2,0.1
O002086,P0008,1,0.1
O002087,P0027,1,0.1
O002087,P0018,2,0.0
O002088,P0021,3,0.05
O002089,P0004,3,0.0
O002089,P0018,1,0.05
O002089,P0020,1,0.05
O002089,P0022,1,0.05
O002090,P0014,1,0.05
O002090,P0028,1,0.0
O002090,P0005,1,0.1
O002091,P0030,1,0.1
O002092,P0013,1,0.0
O002093,P0001,1,0.0
O002093,P0002,2,0.0
O002093,P0024,1,0.2
O002093,P0015,1,0.0
O002094,P0008,4,0.1
O002094,P0006,2,0.1
O002094,P0030,3,0.2
O002094,P0010,2,0.15
O002095,P0026,1,0.1
O002095,P0001,2,0.1
O002096,P0016,3,0.05
O002096,P0013,1,0.15
O002097,P0019,2,0.0
O002098,P0007,1,0.1
O002098,P0020,1,0.1
O002099,P0023,1,0.0
O002099,P0010,1,0.15
O002100,P0025,2,0.15
O002100,P0019,1,0.15
O002101,P0028,3,0.1
O002102,P0008,2,0.1
O002102,P0012,2,0.0
O002103,P0003,2,0.05
O002103,P0008,4,0.0
O002103,P0020,1,0.0
O002103,P0001,3,0.1
O002104,P0001,1,0.05
O002104,P0009,2,0.0
O002104,P0028,1,0.0
O002105,P0011,1,0.1
O002105,P0020,1,0.05
O002105,P0013,1,0.0
O002106,P0022,3,0.05
O002106,P0017,1,0.05
O002106,P0026,1,0.15
O002107,P0024,2,0.0
O002108,P0022,3,0.1
O002108,P0012,1,0.15
O002108,P0007,2,0.0
O002109,P0016,1,0.1
O002109,P0025,1,0.1
O002109,P0024,3,0.05
O002110,P0008,1,0.15
O002111,P0023,4,0.1
O002111,P0028,2,0.05
O002112,P0007,3,0.05
O002113,P0016,4,0.05
O002113,P0009,4,0.0
O002113,P0011,4,0.1
O002114,P0014,1,0.1
O002114,P0004,3,0.0
O002114,P0015,2,0.0
O002114,P0030,2,0.05
O002114,P0017,1,0.2
O002115,P0023,1,0.05
O002115,P0008,1,0.05
O002115,P0021,1,0.0
O002115,P0004,1,0.0
O002116,P0014,1,0.0
O002117,P0014,3,0.05
O002117,P0019,1,0.15
O002117,P0007,1,0.0
O002117,P0013,1,0.0
O002118,P0028,2,0.05
O002118,P0008,3,0.05
O002119,P0002,1,0.1
O002120,P0017,1,0.0
O002121,P0023,2,0.0
O002122,P0023,1,0.05
O002122,P0019,1,0.0
O002122,P0004,3,0.0
O002122,P0002,1,0.05
O002123,P0021,1,0.1
O002123,P0030,2,0.05
O002123,P0025,1,0.05
O002123,P0029,1,0.05
O002124,P0027,1,0.05
O002124,P0023,2,0.0
O002125,P0002,1,0.0
O002126,P0016,1,0.1
O002127,P0030,2,0.05
O002128,P0025,1,0.15
O002128,P0027,1,0.05
O002129,P0003,2,0.05
O002130,P0011,2,0.05
O002131,P0016,2,0.1
O002132,P0005,1,0.05
O002132,P0030,2,0.0
O002132,P0003,3,0.1
O002133,P0007,1,0.0
O002133,P0011,1,0.0
O002133,P0009,4,0.05
O002134,P0004,2,0.1
O002135,P0026,1,0.0
O002136,P0006,1,0.0
O002137,P0011,1,0.15
O002137,P0028,1,0.1
O002137,P0001,1,0.0
O002137,P0010,1,0.0
O002137,P0021,4,0.0
O002138,P0030,1,0.1
O002139,P0020,3,0.0
O002139,P0017,1,0.05
O002139,P0010,1,0.05
O002140,P0021,1,0.2
O002140,P0028,1,0.0
O002141,P0020,1,0.0
O002141,P0017,1,0.0
O002141,P0011,1,0.0
O002142,P0025,1,0.05
O002142,P0014,1,0.0
O002142,P0020,1,0.0
O002143,P0010,2,0.05
O002143,P0005,3,0.1
O002143,P0015,1,0.05
O002144,P0028,1,0.1
O002144,P0021,1,0.1
O002144,P0024,4,0.2
O002145,P0003,1,0.05
O002145,P0019,3,0.2
O002146,P0025,2,0.05
O002146,P0026,1,0.0
O002147,P0003,2,0.0
O002147,P0026,3,0.1
O002147,P0014,3,0.15
O002148,P0024,1,0.05
O002148,P0029,2,0.1
O002148,P0003,1,0.1
O002149,P0026,1,0.0
O002149,P0006,3,0.1
O002149,P0018,1,0.15
O002150,P0003,1,0.05
O002150,P0025,2,0.15
O002151,P0006,1,0.15
O002152,P0001,1,0.1
O002152,P0007,1,0.1
O002153,P0028,2,0.0
O002153,P0029,2,0.15
O002154,P0001,3,0.1
O002155,P0026,1,0.0
O002155,P0017,1,0.0
O002155,P0020,1,0.1
O002155,P0023,1,0.05
O002156,P0029,1,0.0
O002156,P0030,1,0.05
O002156,P0013,1,0.05
O002157,P0001,1,0.0
O002157,P0012,1,0.0
O002158,P0030,1,0.1
O002158,P0014,1,0.0
O002159,P0003,2,0.05
O002159,P0019,2,0.0
O002159,P0025,1,0.15
O002159,P0021,1,0.0
O002159,P0009,1,0.15
O002160,P0009,1,0.1
O002160,P0027,1,0.1
O002160,P0002,1,0.05
O002161,P0023,1,0.2
O002162,P0002,1,0.0
O002162,P0010,1,0.0
O002163,P0028,2,0.0
O002163,P0030,2,0.0
O002163,P0001,2,0.1
O002164,P0010,4,0.0
O002165,P0017,2,0.05
O002166,P0029,2,0.0
O002166,P0006,2,0.2
O002167,P0005,4,0.15
O002168,P0012,2,0.1
O002168,P0025,2,0.0
O002168,P0024,1,0.1
O002168,P0021,2,0.15
O002168,P0017,3,0.0
O002169,P0024,1,0.0
O002169,P0025,3,0.2
O002170,P0022,1,0.2
O002171,P0012,1,0.05
O002171,P0023,3,0.2
O002171,P0006,1,0.0
O002172,P0010,2,0.05
O002172,P0030,3,0.05
O002173,P0020,2,0.0
O002174,P0003,2,0.0
O002174,P0026,2,0.15
O002174,P0005,2,0.2
O002174,P0025,1,0.05
O002175,P0003,2,0.0
O002175,P0021,1,0.0
O002176,P0029,1,0.05
O002177,P0018,3,0.05
O002177,P0029,1,0.15
O002178,P0014,4,0.0
O002178,P0002,2,0.0
O002179,P0015,2,0.0
O002180,P0016,3,0.0
O002181,P0017,1,0.05
O002182,P0022,1,0.1
O002183,P0023,2,0.1
O002184,P0026,1,0.1
O002184,P0006,3,0.05
O002185,P0001,1,0.15
O002186,P0030,4,0.05
O002186,P0012,4,0.0
O002187,P0020,1,0.05
O002187,P0025,3,0.15
O002187,P0027,1,0.05
O002188,P0023,1,0.05
O002188,P0024,1,0.0
O002188,P0016,1,0.1
O002188,P0018,1,0.05
O002189,P0016,2,0.0
O002189,P0009,3,0.1
O002190,P0008,2,0.05
O002191,P0018,1,0.1
O002191,P0004,1,0.0
O002191,P0026,4,0.2
O002192,P0026,1,0.2
O002193,P0027,1,0.0
O002194,P0019,2,0.0
O002194,P0020,1,0.0
O002194,P0028,1,0.0
O002194,P0029,1,0.0
O002195,P0020,2,0.05
O002195,P0028,1,0.0
O002196,P0004,1,0.05
O002196,P0018,2,0.1
O002197,P0023,3,0.0
O002197,P0024,1,0.1
O002197,P0028,1,0.0
O002198,P0008,2,0.05
O002198,P0021,1,0.1
O002198,P0020,2,0.2
O002199,P0004,1,0.0
O002199,P0008,1,0.15
O002200,P0029,3,0.15
O002201,P0026,2,0.1
O002202,P0017,1,0.05
O002203,P0026,2,0.0
O002203,P0010,2,0.1
O002204,P0016,1,0.15
O002204,P0009,2,0.2
O002204,P0025,2,0.0
O002205,P0004,1,0.1
O002205,P0013,2,0.15
O002205,P0023,1,0.15
O002206,P0014,2,0.05
O002207,P0011,1,0.1
O002207,P0005,1,0.0
O002208,P0019,1,0.05
O002208,P0020,2,0.05
O002209,P0003,1,0.0
O002209,P0022,1,0.0
O002210,P0027,1,0.15
O002210,P0015,1,0.0
O002210,P0029,1,0.0
O002211,P0013,2,0.05
O002212,P0015,1,0.05
O002213,P0001,3,0.0
O002213,P0011,1,0.1
O002214,P0024,1,0.0
O002214,P0014,1,0.1
O002214,P0019,3,0.0
O002214,P0005,1,0.0
O002215,P0018,1,0.1
O002215,P0024,1,0.15
O002215,P0007,1,0.0
O002216,P0026,4,0.15
O002217,P0010,1,0.0
O002217,P0004,1,0.05
O002218,P0002,2,0.1
O002219,P0017,1,0.05
O002220,P0027,1,0.1
O002221,P0019,2,0.0
O002221,P0014,1,0.05
O002221,P0006,4,0.05
O002221,P0020,2,0.0
O002222,P0023,1,0.0
O002222,P0025,2,0.05
O002222,P0011,3,0.05
O002222,P0012,1,0.15
O002223,P0012,1,0.0
O002224,P0014,1,0.0
O002224,P0018,2,0.1
O002225,P0005,2,0.0
O002225,P0004,2,0.05
O002226,P0029,1,0.05
O002226,P0002,1,0.05
O002227,P0016,1,0.0
O002228,P0014,2,0.0
O002228,P0022,2,0.05
O002228,P0006,2,0.0
O002229,P0006,1,0.0
O002229,P0012,2,0.0
O002229,P0011,2,0.0
O002230,P0004,1,0.15
O002230,P0023,1,0.0
O002230,P0026,1,0.0
O002231,P0001,1,0.0
O002231,P0024,2,0.0
O002231,P0009,2,0.15
O002232,P0028,4,0.1
O002232,P0017,1,0.0
O002233,P0001,1,0.1
O002233,P0011,1,0.0
O002234,P0008,1,0.1
O002234,P0020,1,0.0
O002235,P0012,1,0.15
O002235,P0013,1,0.05
O002236,P0013,1,0.0
O002237,P0027,1,0.0
O002237,P0026,2,0.05
O002238,P0010,3,0.0
O002238,P0022,1,0.0
O002239,P0022,2,0.05
O002240,P0009,3,0.0
O002240,P0005,1,0.1
O002241,P0020,2,0.05
O002242,P0028,1,0.2
O002243,P0009,2,0.05
O002243,P0008,1,0.0
O002244,P0008,1,0.1
O002245,P0012,1,0.0
O002246,P0015,3,0.05
O002246,P0013,2,0.05
O002246,P0004,4,0.0
O002246,P0028,1,0.2
O002247,P0023,1,0.15
O002247,P0008,1,0.05
O002248,P0029,2,0.0
O002248,P0007,1,0.1
O002249,P0020,1,0.05
O002250,P0019,4,0.05
O002250,P0001,1,0.15
O002251,P0030,1,0.0
O002252,P0020,3,0.1
O002253,P0017,1,0.15
O002253,P0010,3,0.0
O002253,P0020,2,0.0
O002254,P0020,1,0.05
O002254,P0021,2,0.15
O002254,P0023,3,0.1
O002255,P0002,2,0.05
O002255,P0021,3,0.05
O002255,P0007,3,0.0
O002255,P0005,2,0.05
O002255,P0013,1,0.05
O002256,P0030,2,0.15
O002256,P0019,4,0.0
O002257,P0025,1,0.0
O002257,P0007,2,0.1
O002257,P0014,1,0.1
O002258,P0026,1,0.0
O002258,P0013,2,0.1
O002258,P0021,3,0.1
O002259,P0024,4,0.15
O002260,P0004,3,0.1
O002260,P0011,1,0.05
O002260,P0015,1,0.05
O002261,P0025,1,0.1
O002261,P0004,2,0.05
O002261,P0001,3,0.05
O002261,P0002,3,0.1
O002261,P0027,2,0.05
O002262,P0025,1,0.1
O002263,P0018,1,0.2
O002263,P0004,3,0.0
O002264,P0027,2,0.1
O002265,P0006,2,0.2
O002265,P0022,3,0.0
O002266,P0019,2,0.05
O002266,P0017,2,0.1
O002267,P0012,1,0.05
O002268,P0007,1,0.0
O002269,P0030,1,0.1
O002269,P0025,3,0.0
O002269,P0012,2,0.0
O002269,P0007,1,0.0
O002270,P0010,1,0.05
O002270,P0012,1,0.15
O002271,P0012,1,0.1
O002271,P0008,1,0.0
O002272,P0022,2,0.05
O002272,P0010,2,0.1
O002272,P0020,2,0.0
O002273,P0027,3,0.05
O002273,P0003,2,0.2
O002274,P0025,3,0.05
O002274,P0003,2,0.1
O002275,P0028,1,0.0
O002275,P0014,1,0.0
O002276,P0024,2,0.0
O002277,P0017,1,0.0
O002277,P0018,4,0.2
O002277,P0019,2,0.05
O002278,P0012,2,0.0
O002278,P0016,3,0.1
O002279,P0021,1,0.0
O002279,P0004,1,0.05
O002279,P0017,2,0.0
O002280,P0026,1,0.15
O002280,P0027,1,0.05
O002281,P0005,1,0.0
O002281,P0015,2,0.1
O002281,P0002,2,0.0
O002282,P0015,1,0.0
O002283,P0003,1,0.15
O002283,P0020,3,0.0
O002283,P0023,2,0.0
O002283,P0018,1,0.1
O002284,P0027,1,0.15
O002284,P0022,4,0.0
O002284,P0026,3,0.05
O002285,P0004,2,0.15
O002285,P0027,1,0.1
O002285,P0014,1,0.05
O002286,P0028,2,0.0
O002286,P0018,1,0.1
O002286,P0024,1,0.15
O002287,P0002,2,0.1
O002287,P0004,4,0.0
O002288,P0005,1,0.05
O002288,P0026,2,0.05
O002289,P0010,1,0.05
O002289,P0021,2,0.05
O002290,P0022,1,0.1
O002291,P0013,3,0.2
O002291,P0017,1,0.1
O002291,P0007,1,0.05
O002292,P0014,2,0.1
O002292,P0016,1,0.05
O002292,P0009,1,0.0
O002293,P0003,2,0.0
O002293,P0016,2,0.05
O002294,P0023,1,0.05
O002294,P0014,2,0.0
O002294,P0020,1,0.05
O002295,P0003,1,0.0
O002295,P0029,1,0.0
O002296,P0027,1,0.05
O002297,P0014,1,0.0
O002298,P0005,1,0.2
O002298,P0001,2,0.15
O002298,P0002,4,0.05
O002299,P0007,1,0.0
O002299,P0027,3,0.15
O002299,P0017,2,0.1
O002300,P0006,1,0.05
O002300,P0026,1,0.15
O002300,P0019,2,0.0
O002301,P0007,2,0.1
O002302,P0009,1,0.1
O002302,P0005,1,0.0
O002302,P0013,1,0.0
O002303,P0012,3,0.05
O002304,P0010,1,0.0
O002304,P0004,3,0.1
O002304,P0019,3,0.05
O002305,P0023,2,0.05
O002306,P0008,1,0.0
O002307,P0012,1,0.05
O002307,P0003,4,0.0
O002308,P0005,2,0.0
O002308,P0026,2,0.05
O002308,P0016,1,0.15
O002308,P0006,2,0.05
O002309,P0030,1,0.05
O002309,P0026,2,0.05
O002309,P0001,2,0.0
O002310,P0026,1,0.2
O002310,P0017,2,0.0
O002311,P0011,3,0.15
O002311,P0005,3,0.0
O002311,P0013,4,0.15
O002312,P0023,3,0.1
O002312,P0010,2,0.0
O002312,P0008,2,0.05
O002313,P0030,4,0.0
O002313,P0015,2,0.0
O002314,P0030,1,0.05
O002314,P0002,3,0.05
O002315,P0024,2,0.0
O002315,P0019,1,0.05
O002316,P0013,1,0.15
O002316,P0029,1,0.05
O002316,P0017,2,0.05
O002317,P0010,2,0.05
O002317,P0025,1,0.05
O002317,P0016,1,0.05
O002318,P0007,2,0.1
O002318,P0028,1,0.05
O002319,P0001,2,0.1
O002319,P0028,2,0.2
O002320,P0003,2,0.05
O002320,P0007,1,0.0
O002321,P0012,4,0.1
O002321,P0019,1,0.0
O002322,P0029,1,0.0
O002322,P0013,1,0.1
O002322,P0011,3,0.0
O002323,P0024,1,0.05
O002323,P0014,1,0.0
O002323,P0021,2,0.05
O002324,P0014,1,0.0
O002325,P0013,3,0.05
O002326,P0002,1,0.1
O002327,P0022,3,0.0
O002327,P0005,1,0.0
O002328,P0019,1,0.0
O002329,P0007,1,0.1
O002330,P0030,4,0.05
O002330,P0020,2,0.0
O002331,P0029,2,0.1
O002332,P0003,1,0.2
O002332,P0013,2,0.0
O002332,P0024,1,0.0
O002332,P0004,1,0.05
O002333,P0013,1,0.0
O002333,P0022,3,0.1
O002333,P0003,1,0.0
O002334,P0002,2,0.1
O002334,P0005,1,0.15
O002334,P0013,4,0.05
O002335,P0022,1,0.05
O002335,P0005,3,0.1
O002336,P0006,1,0.0
O002336,P0015,1,0.05
O002336,P0011,1,0.05
O002336,P0020,1,0.1
O002337,P0025,1,0.0
O002337,P0013,1,0.1
O002337,P0014,1,0.15
O002338,P0021,1,0.05
O002338,P0013,1,0.05
O002339,P0012,1,0.1
O002340,P0003,3,0.15
O002340,P0026,1,0.0
O002341,P0017,2,0.0
O002341,P0028,3,0.1
O002341,P0007,4,0.1
O002342,P0017,2,0.0
O002342,P0015,1,0.2
O002342,P0002,1,0.0
O002343,P0003,1,0.05
O002343,P0004,1,0.15
O002343,P0007,2,0.1
O002344,P0022,3,0.05
O002344,P0001,1,0.2
O002345,P0022,2,0.2
O002345,P0015,1,0.05
O002345,P0014,1,0.05
O002345,P0028,1,0.2
O002346,P0019,2,0.0
O002347,P0023,1,0.0
O002347,P0007,1,0.0
O002347,P0013,3,0.05
O002347,P0016,2,0.1
O002347,P0030,2,0.1
O002348,P0028,1,0.1
O002348,P0010,2,0.0
O002348,P0022,1,0.1
O002349,P0018,1,0.0
O002349,P0002,1,0.0
O002349,P0028,2,0.1
O002349,P0014,1,0.0
O002350,P0003,1,0.05
O002350,P0015,2,0.1
O002351,P0010,2,0.05
O002352,P0023,2,0.0
O002352,P0002,1,0.1
O002353,P0005,2,0.1
O002354,P0017,3,0.05
O002355,P0029,4,0.0
O002355,P0019,1,0.0
O002356,P0009,2,0.1
O002356,P0028,2,0.0
O002356,P0023,1,0.1
O002357,P0016,4,0.1
O002358,P0003,1,0.05
O002358,P0009,1,0.1
O002359,P0026,2,0.0
O002360,P0016,1,0.0
O002360,P0007,1,0.05
O002360,P0006,2,0.0
O002360,P0008,2,0.15
O002361,P0025,3,0.2
O002361,P0020,1,0.1
O002361,P0008,2,0.05
O002362,P0012,1,0.15
O002363,P0001,2,0.0
O002364,P0027,2,0.1
O002364,P0015,1,0.0
O002364,P0020,1,0.05
O002365,P0027,2,0.0
O002366,P0015,2,0.0
O002366,P0014,1,0.15
O002366,P0026,1,0.0
O002367,P0002,1,0.0
O002367,P0007,2,0.0
O002367,P0010,4,0.05
O002367,P0029,1,0.05
O002368,P0021,1,0.1
O002368,P0004,1,0.0
O002368,P0028,3,0.2
O002369,P0029,1,0.05
O002370,P0013,2,0.0
O002370,P0001,1,0.05
O002371,P0014,1,0.1
O002371,P0009,1,0.05
O002371,P0025,2,0.05
O002372,P0010,1,0.0
O002372,P0011,3,0.1
O002373,P0016,1,0.0
O002374,P0027,2,0.05
O002374,P0014,2,0.05
O002375,P0019,1,0.0
O002376,P0008,1,0.05
O002376,P0005,1,0.0
O002376,P0019,2,0.1
O002377,P0019,1,0.05
O002377,P0030,1,0.1
O002378,P0017,1,0.0
O002379,P0019,1,0.1
O002380,P0027,1,0.0
O002380,P0005,1,0.0
O002381,P0019,1,0.0
O002381,P0017,2,0.0
O002382,P0001,2,0.05
O002383,P0012,2,0.0
O002383,P0016,3,0.05
O002384,P0010,1,0.1
O002384,P0006,2,0.05
O002385,P0001,1,0.1
O002385,P0003,1,0.0
O002386,P0001,1,0.05
O002386,P0019,2,0.1
O002387,P0005,1,0.05
O002388,P0012,1,0.0
O002388,P0028,2,0.05
O002389,P0001,1,0.0
O002390,P0017,1,0.05
O002390,P0012,2,0.1
O002391,P0007,1,0.05
O002392,P0016,2,0.15
O002392,P0017,1,0.0
O002393,P0020,1,0.05
O002394,P0008,1,0.1
O002394,P0024,1,0.1
O002394,P0022,2,0.2
O002395,P0018,3,0.0
O002395,P0012,1,0.1
O002395,P0017,1,0.2
O002396,P0004,1,0.0
O002396,P0009,2,0.0
O002397,P0012,1,0.05
O002398,P0018,1,0.1
O002398,P0007,1,0.05
O002399,P0006,3,0.0
O002399,P0003,2,0.1
O002399,P0018,1,0.0
O002399,P0023,1,0.05
O002400,P0019,1,0.0
O002400,P0018,4,0.1
O002400,P0017,1,0.2
O002401,P0003,1,0.0
O002401,P0007,1,0.0
O002402,P0001,1,0.0
O002402,P0013,1,0.0
O002402,P0018,1,0.0
O002402,P0007,1,0.0
O002403,P0008,2,0.15
O002403,P0029,2,0.1
O002403,P0010,1,0.1
O002404,P0009,1,0.0
O002404,P0013,2,0.15
O002404,P0002,2,0.05
O002405,P0025,1,0.0
O002405,P0028,1,0.15
O002405,P0010,2,0.2
O002405,P0022,1,0.1
O002406,P0027,3,0.2
O002407,P0002,2,0.2
O002407,P0022,2,0.05
O002408,P0010,1,0.05
O002409,P0003,3,0.05
O002410,P0005,1,0.05
O002410,P0024,1,0.05
O002411,P0018,2,0.15
O002411,P0006,1,0.05
O002411,P0003,3,0.1
O002412,P0011,1,0.2
O002413,P0022,1,0.0
O002413,P0030,4,0.0
O002413,P0016,3,0.1
O002414,P0027,1,0.05
O002414,P0012,2,0.0
O002414,P0029,2,0.1
O002414,P0021,1,0.1
O002415,P0029,1,0.0
O002415,P0002,1,0.2
O002415,P0016,3,0.1
O002416,P0016,4,0.0
O002416,P0006,2,0.0
O002416,P0021,1,0.2
O002416,P0022,1,0.05
O002417,P0016,1,0.05
O002417,P0019,3,0.05
O002417,P0005,3,0.15
O002418,P0004,3,0.0
O002418,P0008,2,0.0
O002418,P0017,1,0.1
O002418,P0001,1,0.05
O002419,P0007,1,0.0
O002419,P0021,2,0.0
O002420,P0011,1,0.0
O002421,P0004,1,0.2
O002421,P0028,1,0.05
O002421,P0021,2,0.0
O002422,P0029,3,0.0
O002422,P0023,4,0.05
O002423,P0025,2,0.0
O002423,P0020,2,0.1
O002424,P0017,3,0.0
O002425,P0008,1,0.0
O002425,P0014,1,0.0
O002426,P0019,1,0.0
O002427,P0014,3,0.1
O002427,P0025,1,0.1
O002428,P0021,1,0.0
O002429,P0022,2,0.0
O002430,P0014,3,0.0
O002430,P0017,4,0.0
O002431,P0006,1,0.05
O002431,P0004,1,0.05
O002431,P0027,3,0.0
O002432,P0025,1,0.0
O002432,P0019,2,0.05
O002432,P0007,1,0.05
O002432,P0027,1,0.05
O002432,P0012,2,0.15
O002433,P0014,1,0.1
O002433,P0009,4,0.1
O002433,P0015,2,0.05
O002434,P0016,2,0.0
O002434,P0015,2,0.0
O002434,P0002,1,0.0
O002435,P0022,4,0.0
O002436,P0008,3,0.05
O002436,P0003,1,0.0
O002437,P0030,2,0.0
O002437,P0013,1,0.1
O002438,P0005,2,0.1
O002438,P0028,1,0.0
O002438,P0006,2,0.0
O002439,P0024,2,0.0
O002440,P0028,1,0.0
O002440,P0024,1,0.0
O002440,P0002,1,0.15
O002441,P0021,2,0.05
O002441,P0007,2,0.05
O002442,P0025,1,0.15
O002442,P0012,3,0.05
O002442,P0005,1,0.05
O002443,P0007,3,0.0
O002444,P0007,2,0.05
O002444,P0003,1,0.2
O002445,P0020,1,0.15
O002446,P0010,1,0.15
O002447,P0021,2,0.05
O002447,P0017,1,0.1
O002448,P0030,1,0.15
O002448,P0011,4,0.1
O002449,P0014,1,0.05
O002449,P0020,2,0.0
O002449,P0012,1,0.1
O002449,P0005,1,0.15
O002449,P0030,2,0.15
O002450,P0027,2,0.15
O002450,P0028,1,0.2
O002450,P0024,1,0.05
O002451,P0003,1,0.05
O002451,P0026,1,0.1
O002452,P0016,1,0.0
O002452,P0007,1,0.0
O002453,P0015,1,0.2
O002454,P0005,4,0.15
O002455,P0016,1,0.1
O002455,P0020,2,0.0
O002455,P0030,1,0.0
O002456,P0020,1,0.1
O002456,P0016,2,0.15
O002457,P0017,1,0.0
O002458,P0002,1,0.1
O002458,P0012,2,0.15
O002458,P0020,1,0.2
O002459,P0019,1,0.0
O002459,P0016,1,0.1
O002459,P0004,3,0.15
O002460,P0013,1,0.1
O002460,P0025,1,0.0
O002461,P0010,1,0.2
O002461,P0026,2,0.0
O002462,P0023,1,0.15
O002462,P0028,2,0.05
